logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33
1.728,0.524,2.12,00000,10001,10001,11000,10001,00101,10001,01001,10001,10001,01000,10001,00111,10001,01000,10111,11011,01111,10001,01100,00110,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.012,2.094,2.088,00000,10001,11000,10001,00111,10001,00111,01111,11011,11101,10001,10001,00111,11011,10000,10001,10001,01111,10001,10111,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.855,2.543,2.418,00000,10001,11000,10001,00111,01111,10001,11000,10001,00111,01111,00101,10001,00101,10001,01001,11000,10001,00111,11011,00010,01110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.719,1.272,1.587,00000,10001,00111,01111,00110,10001,00111,10111,00111,10111,00111,11011,00101,10001,10001,10001,10111,11011,10111,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.104,1.421,1.892,00000,10001,11000,10001,00101,10001,01001,10001,01111,10001,11000,10001,01111,10001,10111,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.592,1.496,1.433,00000,10001,10001,00111,10001,00111,10001,01111,11000,10111,10001,10001,10001,00101,10001,01001,10111,11011,00101,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.511,0.823,0.862,00000,10001,10111,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.762,1.571,1.461,00000,11000,00111,01111,10001,11000,10001,10001,10001,11000,10001,00111,10001,00111,10001,00111,11011,00101,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.617,0.224,2.2,00000,10001,11101,00101,10001,01001,00101,10001,01001,10001,10001,10001,10001,10001,11011,01111,10001,10001,11011,01111,10111,00111,01101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.163,1.272,1.976,00000,10001,11000,10001,00101,10001,01001,10001,10001,10001,01111,00111,10001,00101,10001,01001,11000,10001,01111,10001,10001,01111,10001,10001,10001,10111,11011,11000,11110,11111,11111,11111,11111,11111
1.838,0.524,0.988,00000,10111,10001,00111,10001,00111,10111,00111,10001,00111,10001,11011,00101,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.94,1.421,1.147,00000,10001,10111,10001,10001,00111,10001,00111,01111,10001,10010,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.416,1.122,3.004,00000,10001,10001,10001,10001,10111,10001,10001,00111,10001,00111,10001,01111,10001,10101,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.62,0.299,1.795,00000,10001,10001,10111,10001,10001,01111,10001,10111,01111,00101,10001,00101,10001,01001,11000,10001,10001,11011,00110,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.698,1.346,1.238,00000,11000,00111,01111,10001,11000,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,10001,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.516,0.15,0.408,00000,10010,10001,01000,10001,00111,10110,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.276,1.197,1.587,00000,10001,10001,00111,00111,10001,10111,01111,10001,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.503,2.094,1.823,00000,10111,10001,10001,10001,00111,11000,10001,00111,10001,00111,01111,00101,10001,01111,10001,10111,01001,10001,00111,11011,10111,11011,00110,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.282,0.748,2.464,00000,11000,10001,10001,00111,10001,00111,01111,00010,10001,11000,10001,10001,01111,10001,11000,10001,11000,11101,11101,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.677,1.72,2.093,00000,10001,10111,10111,00111,01111,00010,10001,00111,10001,00111,10001,00111,11011,00101,10010,10111,01111,10001,10001,10001,11011,01000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.021,0.972,1.295,00000,10001,10001,00111,10001,10001,10001,10001,10001,10001,10001,01111,10001,10111,01000,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.843,0.898,1.573,00000,10001,00011,10001,00111,10111,00111,10001,01111,00110,10001,10001,10001,10001,10111,11011,01111,10001,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.084,0.374,2.001,00000,11000,00111,01111,11011,10001,01110,10001,00111,10001,00111,01111,10001,10011,10001,00111,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.178,1.87,1.739,00000,11000,00111,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10001,00111,10001,00111,10001,00111,11011,00101,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.178,2.02,1.615,00000,10001,00111,10001,00111,01111,11000,10001,10001,10001,10001,10001,10001,10111,10001,11011,00101,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.794,0.449,1.696,00000,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,10001,01111,00101,10001,00101,10001,01001,11000,10001,11011,00101,01111,10001,10011,10011,11110,11111,11111,11111,11111,11111,11111,11111
2.021,1.87,1.796,00000,10001,00111,10111,00111,10001,01111,00111,10001,10001,10111,10001,10001,10001,10001,11011,01111,10001,10001,11011,00101,00111,11011,00011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.883,0.15,2.197,00000,10111,10001,01111,00101,10001,00101,10001,01001,11000,10001,00111,10001,00111,10001,01111,00110,11010,00101,10001,01001,01111,10001,11000,11000,00111,11011,00010,11110,11111,11111,11111,11111,11111
0.998,0.972,1.781,00000,10001,11000,10001,00101,10001,01001,10001,10001,10001,10001,10001,01111,00001,10001,00101,10001,01001,11000,10001,10111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.885,1.646,2.094,00000,10111,10001,00111,10001,01111,10111,10001,10001,10001,10001,10001,10001,11011,00101,10111,11011,01111,00111,10111,00111,11011,01000,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.741,2.169,1.698,00000,10001,11000,10001,00111,10001,00111,01111,11011,11000,10001,10001,01111,00001,10001,10001,01111,10001,10001,10111,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.35,1.72,1.628,00000,10001,10001,01000,10110,10001,01111,01000,10001,00111,10001,01000,10001,01111,11011,10001,11000,00111,11011,10000,01000,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.274,0.299,1.781,00000,10001,10111,10001,10001,01111,10001,11000,10001,00111,10001,01111,10001,11000,00111,01111,10001,11000,10001,00111,11011,10000,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.571,1.197,1.308,00000,10001,10001,10111,01111,11011,10001,10001,10001,00101,10001,01001,10111,10001,00111,10111,00111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.452,1.047,1.252,00000,10111,10001,10001,01111,10001,11000,10001,00111,10001,00111,10001,00111,10001,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.477,0.449,1.793,00000,11000,00111,10001,00111,10001,00111,10001,00111,11011,00101,11000,11010,00101,10001,01001,01111,10001,11000,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.203,1.945,2.326,00000,10001,10001,10001,10001,00101,10001,01101,11101,10001,10001,11011,00101,10001,10001,00111,10111,00111,10111,11011,01111,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.974,2.02,2.094,00000,10001,10001,00111,10001,01111,10001,10001,00111,01111,00110,10111,00111,10111,10001,10001,10111,11011,01111,10001,01111,10001,10010,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111
2.144,0.524,1.559,00000,10001,00001,00110,00011,10001,00111,11101,10001,01000,11011,01111,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.864,0.823,2.613,00000,11000,01011,01111,01111,10111,10001,10001,10010,11000,10001,10001,10001,10111,11011,00010,10001,10001,10010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.0,0.748,0.794,00000,10001,10001,10001,10001,10001,01111,11011,10001,10001,10001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.259,1.87,2.102,00000,10001,10001,10001,01111,00110,10001,00111,10001,00111,10001,00111,11011,00101,10001,01111,11011,10001,11101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.269,1.272,1.307,00000,11000,00111,01111,10001,11000,10001,00111,10001,00111,10111,00111,11011,00101,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.322,1.646,1.856,00000,11000,00111,11000,10001,01111,10001,10010,00111,10001,00111,11011,00001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.267,1.346,1.768,00000,10001,10111,10001,01000,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,10001,10001,10001,11011,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.059,1.346,1.657,00000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10111,10001,11101,10001,10001,10001,10111,11011,00010,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.775,1.795,1.252,00000,10001,00111,01111,11011,10001,10111,10001,00111,10001,00111,01111,11011,11000,10001,10001,00111,11011,10000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.838,0.823,1.517,00000,10001,10001,01111,10001,10001,10001,00101,10001,01001,11000,10001,00111,10001,00101,10001,01001,10001,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.371,1.496,1.656,00000,10001,00011,10001,11000,10001,01000,11000,10001,00111,11011,01111,10001,10111,10001,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.125,0.224,1.474,00000,11000,10001,00111,10001,00111,10111,00111,01111,10001,11000,10001,01111,10001,11000,01000,10001,11011,10000,01000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.826,1.197,1.573,00000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,00111,10111,11011,00101,10001,10001,10111,10001,10001,11011,00001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.35,1.272,1.837,00000,10001,10001,00101,10001,01001,10111,01111,10001,10001,10001,10001,00011,10001,10111,10001,01000,10001,00111,11011,01111,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.04,0.823,1.475,00000,10001,01000,10111,01000,10111,11011,01111,10001,10001,10111,10001,10001,10001,11011,00101,10001,10001,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.123,2.02,1.447,00000,10001,10001,10001,10001,00111,10001,00111,10111,00111,01111,10001,11000,11000,10001,11011,00101,00111,11011,00010,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.433,0.449,1.671,00000,10001,10001,01111,10001,10001,10001,00111,10001,01111,10001,10111,00111,10001,01111,00101,10001,01111,10001,10001,10001,00111,11011,00010,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111
1.282,1.795,1.53,00000,10001,11000,10001,10001,10111,10001,00111,10001,00101,10001,01001,10001,01111,10001,11000,00111,11011,10000,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.254,0.0,1.769,00000,10111,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10001,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.821,1.496,1.898,00000,10111,10001,01000,10001,01111,01000,10111,10001,00111,10001,00111,10001,01111,10001,10010,00111,11011,00001,01000,10110,11011,01000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.469,0.075,1.809,00000,10001,10001,01111,10001,10001,01111,10001,10001,10001,00101,10001,01001,11000,10111,10001,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.719,2.02,1.809,00000,10111,10001,00111,10001,00111,01111,11000,11000,10001,10001,10111,10001,00111,10111,00111,11011,01111,10001,00111,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.365,1.047,1.336,00000,10001,10001,00111,10001,00111,10001,01111,00110,10001,00111,10001,00111,10111,00111,11011,00101,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
2.165,2.169,1.642,00000,10001,10001,00111,10111,00111,01111,00010,10111,10001,00111,10001,00111,10001,01000,11011,00101,11101,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.38,0.898,1.446,00000,10001,10001,00111,10111,00111,10111,00111,01111,10001,11000,10001,01111,10001,11000,01000,10001,11011,10000,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.218,0.299,0.779,00000,10001,00111,10001,01111,10001,10111,10001,10001,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.554,1.421,1.836,00000,10001,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10001,01111,00001,11000,10001,10001,11000,11011,01111,10001,00101,10001,01001,10111,11011,11000,11110,11111,11111,11111,11111,11111
1.677,0.374,1.613,00000,11000,00111,01111,10001,11000,10001,00101,10001,01001,10001,00111,10110,10001,00111,10001,00111,10001,00111,11011,00110,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.715,0.748,0.862,00000,11000,10001,11000,10111,00111,10001,00111,10001,00111,10001,01100,00110,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.533,0.673,1.92,00000,10111,10001,10001,10001,10001,10001,10001,01111,00101,10001,00101,10001,01001,11000,10001,00111,10110,10001,01000,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.552,0.524,1.558,00000,10111,10001,10001,00111,10111,01111,00101,10001,11000,10001,10001,11000,10001,00101,10001,01001,10111,01100,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.702,1.122,1.174,00000,10111,10001,10001,00111,10001,01111,10001,10010,00111,10001,00111,11011,00001,11000,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.248,0.075,2.227,00000,10001,10001,01111,10001,10001,11101,10001,10001,01111,10001,11101,10001,00101,10001,01001,10111,11011,00101,10001,11011,00010,10001,00101,10001,01001,11000,11110,11111,11111,11111,11111,11111,11111
1.431,1.571,1.809,00000,10001,00111,10001,00111,10001,00101,11100,00111,11011,00101,10111,10001,10001,01111,10000,10001,01000,10001,10001,10111,11011,01111,11000,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111
1.027,0.0,0.779,00000,10001,11000,10001,00101,10001,01001,10001,10001,10001,10001,10111,11011,01111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.163,0.0,1.585,00000,10111,10001,10001,01111,10001,11000,10001,00111,10001,00111,01111,10001,11000,10001,01111,10001,11000,00111,11011,10000,10011,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
0.824,1.272,1.822,00000,10001,10111,10111,01000,10001,00111,01111,00101,10001,01111,10001,10111,01001,10001,00111,10001,00111,11011,00110,10001,11011,01000,01001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.843,2.394,1.865,00000,10001,11000,10001,00111,10001,01111,00001,10001,10001,10001,11011,11011,10111,00111,01111,11011,11000,10001,10001,00111,11011,10111,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.371,0.374,1.697,00000,10001,10001,10001,10001,11010,00101,10001,01001,01111,10001,11000,10001,01111,10001,11000,10001,10001,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.775,0.823,1.908,00000,10001,10111,01111,10001,10001,10001,00101,10001,01101,10001,00111,10001,10001,10001,10001,10001,11011,00001,10111,11011,01111,10001,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.52,1.346,1.823,00000,10001,10111,10001,10001,10111,01111,01000,10001,00101,10001,01001,10001,00111,10001,00111,10001,00111,11011,00101,10001,10001,11011,00111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.864,1.346,1.504,00000,10111,10001,01111,11011,10001,11101,10001,10001,10001,00111,10001,00111,10001,00111,11011,00101,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
1.647,2.094,1.67,00000,10001,11000,10001,00111,10001,00111,01111,00110,10001,10001,10111,10001,01111,10001,10001,01001,10001,00111,11011,10111,11110,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111,11111
